,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,Victoria Griffey,"August 14, 2022",5.0 out of 5 stars,Great for the low price,"We bought this lap top for small uses. FB, emails, surfing the web. It's been just what we need. The thinnest and how beautiful the screen color and size was amazing to see. Set up was so easy. I did youtube it to get a jump on it before I bought it and for set up. Which I was so happy I did.  Just need a wireless printer and we are good to go! Goodbye desk top.","Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
1,Gregg H.,"July 25, 2022",4.0 out of 5 stars,Good value for the price,"There a two areas that are not as good as my old Dell laptop that I replaced due to it can't run Win 11: battery life and screen brightness.  Battery life is the biggest disappointment at typically less than an hour but the screen difference was easy to get used to. Other than those two things it meets or beats the Dell on performance, weight, keyboard size, ports, touchpad, etc.","Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
2,healthy,"August 9, 2022",4.0 out of 5 stars,A Little Slow,"This is a good basic computer. It is easy to set up and use, and I like the bonus of getting Microsoft office suite for one year free. I find it a little slow when loading internet pages.","Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
3,Amazon Customer,"August 28, 2022",5.0 out of 5 stars,The space that you will need 2 do your  work,"Yes like the color style  and thatIs compact, good for gaming,School work and chatting withFriends, dating,look up information. Thanks very muco.","Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
4,Tonia Cournoyer,"August 20, 2022",4.0 out of 5 stars,Great buy,My nephew loves it.,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
5,Scorpio ,"August 8, 2022",5.0 out of 5 stars,Just what I expected!,The only things I'm missing is DVD/cd player.  Also I haven't been able to work my  little on screen cat game.  Love everything else about it. I wish the touch pad had three buttons so I can play with the cat app.,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
6,WII,"July 26, 2022",4.0 out of 5 stars,Computer,Good basic computer for pricepoint,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
7,loni,"July 19, 2022",4.0 out of 5 stars,Ok,Last most of the day,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
8,Ty Gibs,"May 21, 2022",4.0 out of 5 stars,Overall Good,"I like the size of the computer , very affordable only concern I have right now is sometimes the screen will go blank and I have to turn the computer on and off and it does random updates, I’ve had the computer almost a week now so hopefully the initial updates are finished but outside of that it’s a very good computer and hopefully no other issues !","Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
9,Bigsky,"August 11, 2022",5.0 out of 5 stars,Deal,Easy to use,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",&261
